state,crop,season,rainfall_mm,avg_temp_c,max_temp_c,min_temp_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,area_hectares,pesticide_kg,irrigation_mm,yield_tons_per_hectare
Haryana,Maize,Kharif,507.54,22.49,32.19,17.59,60.85,6.28,69.22,34.93,77.94,5.02,11.71,205.67,4.683
Maharashtra,Soybean,Rabi,1024.46,25.85,34.25,20.33,44.56,6.88,61.75,35.09,40.61,15.04,5.57,439.94,3.961
Bihar,Soybean,Zaid,497.33,20.77,27.26,14.44,71.45,6.49,61.27,30.35,20.41,24.19,3.81,694.27,3.013
Karnataka,Maize,Rabi,810.0,28.5,33.27,24.43,93.96,6.18,102.85,27.07,49.84,6.38,13.27,1165.21,5.254
Punjab,Maize,Zaid,1016.38,30.92,36.3,22.9,52.29,6.71,80.89,35.34,75.37,10.17,13.57,631.05,5.297
Haryana,Barley,Zaid,926.45,28.79,37.64,21.06,64.49,6.49,112.03,54.36,54.1,24.43,13.18,304.26,4.644
Karnataka,Cotton,Rabi,786.28,26.4,34.29,20.44,61.35,6.79,88.58,53.16,15.15,5.6,10.26,483.64,3.807
Haryana,Rice,Kharif,1191.34,18.54,24.43,13.72,52.78,7.67,56.04,53.27,64.57,22.83,6.65,301.3,6.801
Uttar Pradesh,Cotton,Kharif,1350.96,30.68,35.04,26.28,79.92,6.02,59.96,42.53,50.23,22.3,12.57,399.35,3.796
Punjab,Rice,Zaid,1128.79,29.15,36.5,21.16,67.82,7.16,42.93,55.57,42.64,0.51,8.38,828.29,5.57
Karnataka,Barley,Rabi,1069.9,22.17,29.57,16.54,62.7,7.04,29.75,36.75,55.62,13.02,13.97,462.82,4.017
Karnataka,Cotton,Kharif,994.62,30.48,37.11,21.29,76.62,5.55,20.74,53.29,40.77,18.43,11.04,377.52,3.164
Bihar,Wheat,Zaid,891.15,31.55,41.3,25.39,66.26,5.35,100.9,31.96,46.61,5.95,14.83,1092.35,6.128
Karnataka,Soybean,Zaid,964.22,24.57,29.92,15.26,69.56,5.63,95.43,41.52,37.36,10.25,6.42,326.33,3.753
Karnataka,Soybean,Kharif,747.03,26.97,33.27,19.06,59.59,6.54,40.81,42.58,22.3,11.47,9.14,1033.68,4.288
Maharashtra,Maize,Zaid,1118.03,33.0,37.33,27.33,65.9,7.61,90.26,44.6,35.68,12.96,3.64,702.98,5.476
Haryana,Soybean,Rabi,824.42,27.83,35.05,20.46,63.87,6.95,55.66,58.3,26.39,7.93,14.86,681.11,3.67
Bihar,Maize,Rabi,939.52,31.25,39.99,25.57,57.45,5.89,104.92,53.33,61.68,3.99,1.25,540.77,6.342
Haryana,Maize,Zaid,722.74,34.04,43.88,27.64,57.92,7.18,118.87,48.68,33.43,0.87,14.54,916.07,4.841
Haryana,Wheat,Zaid,846.54,30.79,40.28,24.52,68.32,6.87,64.66,51.75,70.09,10.41,4.87,706.6,5.847
Karnataka,Soybean,Kharif,786.35,33.64,40.98,26.41,73.31,6.08,30.05,21.22,40.49,7.76,6.42,240.72,2.685
Bihar,Barley,Zaid,1066.38,29.24,35.1,24.64,63.11,5.84,103.54,56.0,19.0,1.26,2.8,966.29,5.257
Haryana,Wheat,Rabi,863.48,28.61,34.9,23.2,52.95,6.1,34.21,54.9,45.08,19.98,1.25,560.58,5.309
Uttar Pradesh,Rice,Zaid,555.62,28.08,36.57,20.24,39.09,6.67,84.13,27.48,16.83,11.32,1.16,668.87,4.928
Haryana,Wheat,Rabi,815.79,23.42,30.78,13.86,70.55,6.62,38.34,37.22,28.35,21.79,4.91,690.93,5.039
Haryana,Barley,Kharif,965.54,26.66,34.29,19.9,53.42,7.17,57.7,31.86,25.64,17.15,1.62,1190.51,5.05
Maharashtra,Soybean,Rabi,1183.68,24.55,30.48,16.24,76.83,6.59,30.12,26.57,76.18,9.81,11.77,661.7,3.663
Bihar,Maize,Zaid,964.72,13.06,19.17,3.62,81.27,7.63,113.64,23.4,37.14,20.4,3.34,931.95,5.204
Haryana,Wheat,Kharif,851.8,32.9,41.34,25.25,60.68,6.33,44.62,23.85,36.01,15.17,3.51,242.57,5.02
Punjab,Maize,Kharif,615.72,26.49,35.79,18.89,80.5,6.26,55.42,42.76,41.39,14.13,4.53,532.65,4.395
Uttar Pradesh,Barley,Zaid,1189.91,16.16,21.72,9.31,79.57,6.9,100.84,34.35,38.85,18.75,3.28,799.47,5.134
Uttar Pradesh,Soybean,Kharif,1241.18,28.17,36.82,20.76,55.02,7.05,20.41,11.01,30.63,3.36,2.23,802.74,3.439
Punjab,Cotton,Zaid,708.78,24.8,31.06,14.86,72.01,6.73,54.77,43.54,29.6,24.13,6.67,221.09,3.248
Uttar Pradesh,Maize,Zaid,648.26,27.83,32.67,23.35,70.85,5.86,80.16,23.58,76.82,8.03,12.16,1031.98,5.647
Haryana,Maize,Rabi,1004.05,30.93,37.04,21.91,84.94,5.85,110.34,32.05,63.42,10.9,1.98,253.09,6.089
Bihar,Cotton,Zaid,742.56,35.53,43.27,26.71,67.74,6.68,70.0,23.32,59.62,19.93,1.99,1117.34,3.274
Uttar Pradesh,Maize,Kharif,818.59,24.14,28.73,14.52,78.93,6.62,70.96,41.74,52.7,13.82,9.04,1058.63,5.004
Bihar,Rice,Kharif,1154.63,27.1,37.09,21.82,56.79,6.05,102.72,13.04,46.86,2.18,6.72,543.96,6.262
Bihar,Barley,Rabi,885.91,17.45,26.88,7.87,83.96,6.1,102.89,36.01,32.66,9.95,4.87,666.2,4.955
Bihar,Wheat,Rabi,1225.76,19.01,25.51,12.36,66.84,7.13,71.11,41.62,30.55,23.41,8.73,919.6,4.86
Karnataka,Rice,Rabi,612.82,21.85,29.95,13.08,87.71,5.66,41.9,38.14,24.83,7.59,13.48,211.56,4.928
Punjab,Cotton,Kharif,1205.17,24.99,34.44,17.66,82.64,6.91,91.27,15.88,58.27,16.78,11.4,516.31,4.077
Bihar,Soybean,Zaid,1019.86,26.39,36.31,21.01,63.98,6.58,91.31,58.34,57.53,8.17,6.27,289.71,4.928
Haryana,Soybean,Kharif,805.7,26.73,32.49,18.93,69.34,7.08,110.91,14.23,71.44,8.55,1.48,506.11,4.44
Karnataka,Cotton,Zaid,1178.9,17.58,25.83,9.12,71.82,6.86,84.14,16.27,67.67,8.43,10.72,875.13,4.374
Uttar Pradesh,Cotton,Kharif,1033.1,35.29,43.05,29.93,53.99,6.48,61.09,46.62,35.11,0.65,9.25,800.92,3.623
Haryana,Soybean,Zaid,1011.4,21.79,30.36,14.12,59.0,7.01,77.5,35.54,57.16,2.61,13.7,535.08,4.783
Haryana,Maize,Zaid,1239.04,26.68,32.46,22.31,69.66,5.84,20.5,26.35,35.18,11.04,3.88,262.74,5.129
Haryana,Rice,Kharif,613.68,28.74,34.93,19.21,63.61,6.3,86.48,34.54,18.07,19.8,10.87,1177.3,5.183
Haryana,Barley,Rabi,774.76,24.84,32.16,18.89,63.93,5.59,72.54,50.59,27.16,20.48,0.72,787.31,4.779
Haryana,Soybean,Kharif,779.43,19.17,24.27,10.34,49.45,6.9,91.14,11.67,72.27,19.84,12.04,1009.19,4.287
Maharashtra,Soybean,Zaid,738.82,29.45,35.21,21.8,68.05,5.45,109.32,17.1,27.28,16.86,11.85,1032.21,3.403
Bihar,Rice,Zaid,510.38,23.62,28.03,17.47,60.92,6.14,29.91,36.93,58.26,9.36,7.76,492.57,5.063
Punjab,Rice,Rabi,1037.42,24.36,30.04,16.51,82.49,6.57,82.66,17.84,68.07,16.2,14.09,869.58,6.39
Karnataka,Cotton,Kharif,928.84,17.46,21.96,9.14,65.39,5.96,47.99,26.34,58.41,12.05,7.56,1006.6,3.581
Karnataka,Rice,Zaid,749.19,22.19,30.37,12.52,68.9,7.26,62.88,37.34,29.82,22.32,12.08,693.66,5.926
Punjab,Maize,Kharif,699.09,32.63,41.98,25.63,73.12,7.03,35.99,56.93,66.57,20.71,12.69,295.63,4.163
Bihar,Cotton,Zaid,828.41,23.14,32.5,13.61,53.52,6.48,42.1,44.56,35.91,2.0,11.56,228.59,3.717
Bihar,Rice,Kharif,735.75,22.79,29.24,16.71,44.59,5.78,53.7,52.33,74.79,1.04,1.92,843.23,6.59
Maharashtra,Maize,Kharif,505.73,24.36,28.47,15.93,72.86,7.03,72.71,20.57,72.44,17.21,13.12,675.45,4.998
Haryana,Rice,Kharif,636.45,23.12,29.64,18.25,60.72,6.38,51.91,39.04,77.12,4.86,1.3,496.31,6.181
Karnataka,Maize,Zaid,628.25,30.37,37.32,20.85,65.47,7.15,47.83,59.85,26.72,9.16,14.06,570.54,4.97
Punjab,Wheat,Rabi,923.33,28.89,35.42,21.64,69.57,6.58,104.11,38.86,64.17,19.05,13.6,293.38,5.73
Bihar,Cotton,Zaid,680.83,19.28,28.08,13.63,66.01,7.61,72.39,19.71,50.73,14.91,6.34,879.62,3.194
Bihar,Soybean,Zaid,711.81,20.99,28.15,15.82,46.6,5.83,71.76,12.65,49.35,17.31,6.58,616.9,3.069
Maharashtra,Wheat,Kharif,1045.62,27.76,37.49,23.16,59.2,7.39,84.17,45.14,66.09,12.65,8.57,1160.57,5.496
Uttar Pradesh,Maize,Rabi,1305.13,24.71,34.27,15.58,67.5,6.48,33.97,44.16,21.97,3.28,6.3,205.38,4.722
Haryana,Soybean,Rabi,986.26,29.78,34.2,22.87,90.46,6.45,78.7,27.49,61.47,14.69,2.82,886.27,4.439
Punjab,Wheat,Rabi,1005.58,26.92,31.61,17.51,61.52,7.35,109.9,59.48,52.96,17.75,4.15,490.05,6.7
Maharashtra,Wheat,Rabi,667.93,30.83,35.85,23.66,77.72,5.95,118.62,49.71,64.44,3.81,5.79,880.59,5.827
Maharashtra,Soybean,Zaid,942.31,19.51,28.94,14.34,78.68,6.93,113.13,40.19,63.8,9.48,13.16,781.94,4.218
Punjab,Soybean,Zaid,1048.17,17.62,26.82,12.06,34.62,6.6,32.0,25.8,52.28,10.09,12.52,882.21,4.074
Karnataka,Soybean,Kharif,716.8,26.71,33.08,17.16,60.67,6.64,98.2,31.26,15.71,17.33,5.47,351.81,3.546
Karnataka,Wheat,Zaid,497.05,23.01,31.57,15.73,66.79,7.04,64.64,17.24,20.43,3.17,9.3,393.55,4.47
Bihar,Rice,Rabi,982.47,27.28,34.75,23.14,65.0,6.94,67.54,13.57,37.32,12.91,2.46,746.34,6.167
Uttar Pradesh,Rice,Rabi,745.19,25.45,32.3,18.71,68.27,6.98,21.14,59.12,76.28,7.39,8.6,970.49,6.028
Karnataka,Soybean,Zaid,886.29,23.01,27.57,14.99,84.51,6.37,38.93,34.68,55.17,7.86,3.13,422.68,4.4
Maharashtra,Rice,Rabi,820.89,20.65,27.7,16.09,48.52,6.68,103.15,43.16,64.35,18.02,12.45,1186.97,6.672
Haryana,Cotton,Rabi,1097.63,23.09,28.91,14.77,70.25,6.25,104.11,38.83,33.42,8.55,8.79,622.92,4.212
Punjab,Soybean,Rabi,849.75,26.78,34.24,20.79,78.84,6.12,64.53,50.6,45.49,24.84,5.95,899.26,4.505
Uttar Pradesh,Soybean,Zaid,892.32,26.49,33.46,16.83,56.58,5.54,35.65,10.18,43.43,18.47,1.56,573.6,3.183
Haryana,Maize,Kharif,1154.07,33.78,39.87,26.19,69.39,6.83,63.91,52.3,50.64,1.86,10.84,382.45,4.99
Maharashtra,Soybean,Rabi,475.0,28.83,34.47,24.53,53.9,5.26,85.41,13.23,22.73,16.71,8.2,1033.41,3.342
Punjab,Maize,Kharif,818.97,12.03,16.62,7.6,57.13,6.28,86.95,24.75,35.46,5.64,14.76,216.07,4.316
Bihar,Maize,Kharif,865.62,27.15,32.73,18.97,68.7,5.87,94.74,36.56,31.19,19.91,13.06,1036.28,5.29
Haryana,Soybean,Zaid,967.27,26.72,35.43,18.58,65.47,7.0,105.25,27.98,25.25,9.4,12.32,331.65,3.979
Bihar,Soybean,Zaid,786.07,29.74,38.5,25.04,50.27,6.74,98.27,24.13,21.92,17.6,7.64,1042.29,3.705
Karnataka,Rice,Zaid,723.38,28.36,33.96,22.51,62.87,7.35,89.75,17.26,64.09,5.97,9.11,764.24,6.108
Maharashtra,Cotton,Rabi,859.0,25.36,35.32,16.66,62.22,6.87,113.74,36.35,41.17,20.95,14.13,678.92,4.07
Haryana,Barley,Rabi,1294.89,36.76,43.95,30.95,64.54,6.37,98.68,10.15,68.18,8.01,14.41,959.16,4.374
Bihar,Soybean,Kharif,581.39,23.2,32.71,15.02,47.65,6.05,43.23,11.46,37.51,15.26,4.93,779.62,3.045
Karnataka,Maize,Rabi,719.04,33.71,42.29,26.3,66.77,5.72,23.47,43.95,30.42,10.5,9.54,912.27,3.921
Uttar Pradesh,Soybean,Kharif,963.42,31.84,36.55,27.72,59.15,5.35,30.89,31.46,31.65,14.39,6.16,401.47,3.285
Maharashtra,Cotton,Kharif,1003.01,31.16,38.24,23.76,69.03,6.79,29.95,56.07,76.93,11.24,8.92,229.03,4.141
Punjab,Cotton,Rabi,1302.36,22.94,28.04,18.89,68.26,6.34,74.17,38.95,44.76,11.76,11.42,489.57,3.727
Maharashtra,Soybean,Zaid,1303.6,27.99,32.81,23.77,91.59,5.18,24.58,17.93,33.17,6.95,8.45,599.44,3.636
Uttar Pradesh,Soybean,Rabi,933.9,29.58,39.11,19.7,81.03,7.01,36.52,41.4,59.26,2.65,12.41,983.07,3.942
Maharashtra,Wheat,Rabi,832.96,23.17,30.8,17.31,53.7,5.7,78.07,28.37,77.63,0.64,13.74,200.68,4.821
Bihar,Wheat,Kharif,1152.44,27.77,36.13,21.32,56.69,6.56,99.39,56.98,70.75,18.62,9.94,721.09,6.241
Karnataka,Maize,Zaid,778.89,29.55,33.87,20.67,76.86,7.58,23.77,45.69,27.99,24.9,0.63,429.79,4.642
Uttar Pradesh,Cotton,Zaid,983.25,30.91,40.68,23.24,44.89,5.78,106.63,22.26,73.08,22.02,9.6,804.0,3.669
Haryana,Maize,Zaid,721.27,38.79,45.13,29.12,67.91,6.85,23.72,52.62,42.15,18.56,1.08,1093.87,4.579
Maharashtra,Soybean,Zaid,989.64,28.58,34.4,23.8,39.19,6.97,61.19,45.15,42.29,2.68,12.85,625.1,4.17
Haryana,Wheat,Zaid,940.64,22.89,31.99,13.95,74.8,6.51,106.57,50.17,23.11,11.17,8.01,457.81,6.009
Maharashtra,Soybean,Kharif,989.97,16.77,25.91,7.57,74.94,6.74,115.23,34.59,21.29,20.1,9.68,580.52,4.65
Punjab,Rice,Rabi,1033.42,27.6,36.76,19.02,61.0,5.0,41.88,20.72,16.9,4.28,5.38,740.72,5.485
Karnataka,Barley,Rabi,882.85,25.83,35.52,15.88,55.34,6.94,92.86,18.92,52.0,22.4,6.01,1128.84,4.719
Punjab,Wheat,Kharif,429.71,18.23,22.67,13.61,39.45,6.99,116.66,44.06,34.53,9.9,11.77,635.41,5.495
Haryana,Wheat,Rabi,1229.44,33.2,40.21,27.73,81.21,6.82,28.15,59.74,70.88,8.29,13.12,881.71,5.546
Maharashtra,Cotton,Kharif,1026.01,21.61,27.4,15.76,54.81,7.45,25.99,51.79,29.77,22.03,13.79,272.77,3.663
Bihar,Barley,Zaid,572.18,27.77,35.85,20.15,79.88,6.67,53.31,26.9,42.3,21.38,3.96,450.79,4.167
Uttar Pradesh,Cotton,Kharif,1052.43,21.69,31.49,17.53,72.21,7.21,97.28,19.46,61.01,15.75,10.29,466.1,3.587
Karnataka,Barley,Kharif,1185.16,30.38,39.51,21.69,69.87,6.12,77.46,11.73,61.42,18.55,8.66,368.15,4.666
Karnataka,Maize,Rabi,571.87,31.82,40.26,27.45,57.21,7.13,40.77,21.66,15.93,22.35,12.16,231.29,3.51
Uttar Pradesh,Cotton,Zaid,827.7,18.55,23.2,11.0,56.12,7.78,118.59,48.31,70.7,15.07,13.08,311.51,4.185
Punjab,Maize,Rabi,799.66,20.28,26.71,15.09,60.75,6.28,79.98,16.74,30.67,8.27,7.01,238.09,5.371
Haryana,Wheat,Zaid,753.07,28.93,38.05,22.19,76.93,6.81,68.29,31.15,78.95,24.9,8.65,268.0,4.811
Maharashtra,Cotton,Zaid,1247.18,27.33,32.24,18.41,81.88,6.87,52.48,23.77,72.37,10.54,4.04,910.4,4.325
Uttar Pradesh,Barley,Rabi,1028.28,18.81,22.82,14.5,47.99,6.72,53.11,49.06,62.4,24.46,7.33,366.07,4.986
Karnataka,Rice,Zaid,1117.09,12.15,20.29,6.57,52.82,5.0,87.14,53.76,35.44,11.02,0.55,612.85,6.022
Karnataka,Soybean,Zaid,862.7,21.64,29.88,16.73,78.36,6.01,64.07,54.36,46.26,11.68,3.54,510.22,4.467
Uttar Pradesh,Cotton,Kharif,967.93,26.32,32.19,16.91,57.36,5.59,36.75,40.64,53.14,15.74,4.65,362.1,3.574
Karnataka,Soybean,Rabi,650.79,22.96,27.37,16.11,52.04,6.53,64.44,41.98,75.35,17.73,7.79,970.05,4.281
Bihar,Maize,Zaid,1083.71,33.36,38.52,25.23,65.75,7.17,59.25,40.65,61.38,20.49,5.29,1036.72,4.641
Punjab,Wheat,Rabi,373.87,32.66,37.41,27.11,46.85,6.73,116.17,25.14,44.64,20.16,5.11,585.14,4.247
Uttar Pradesh,Barley,Rabi,1040.69,23.69,32.11,15.99,51.51,6.71,115.71,41.51,53.71,16.17,14.34,539.86,5.598
Maharashtra,Cotton,Zaid,724.96,36.54,41.78,31.17,64.02,6.35,57.19,23.81,64.05,1.28,11.21,410.27,2.956
Haryana,Barley,Rabi,273.89,25.84,34.04,18.53,68.58,6.89,76.93,52.91,42.6,22.43,5.9,528.59,4.522
Punjab,Cotton,Kharif,698.63,30.83,37.9,23.06,64.33,6.77,50.25,24.71,21.31,4.73,12.78,900.58,3.301
Maharashtra,Soybean,Kharif,1150.18,27.55,36.98,19.09,82.99,6.62,85.62,56.8,20.07,21.29,3.11,901.28,5.001
Karnataka,Wheat,Rabi,1091.45,24.45,32.05,16.74,53.66,7.57,90.34,17.73,59.01,3.54,7.45,586.77,6.763
Uttar Pradesh,Barley,Rabi,644.03,17.63,23.34,11.36,68.95,5.65,112.43,18.53,18.93,20.8,4.68,782.83,4.84
Haryana,Wheat,Kharif,883.43,33.34,41.13,27.52,52.98,6.44,113.36,33.81,47.68,8.43,4.4,1196.53,5.364
Punjab,Wheat,Rabi,1292.09,28.2,36.01,19.89,49.37,6.42,105.23,29.6,70.2,4.99,3.4,917.34,6.443
Bihar,Barley,Zaid,824.6,21.07,28.11,11.81,85.27,6.86,69.0,53.17,28.91,23.07,8.72,589.36,4.275
Maharashtra,Rice,Zaid,543.4,35.99,45.71,28.17,63.88,6.35,31.66,25.18,17.05,12.44,5.16,297.52,4.924
Karnataka,Rice,Zaid,712.56,26.91,34.18,18.39,70.76,5.98,91.11,51.67,58.74,13.42,1.37,490.03,6.695
Uttar Pradesh,Rice,Rabi,609.14,26.62,36.57,18.91,77.59,7.6,53.63,12.39,43.04,6.4,12.37,419.96,4.773
Punjab,Barley,Kharif,727.99,27.87,37.51,23.43,48.83,7.39,79.44,11.8,55.37,15.64,8.58,831.53,4.612
Haryana,Cotton,Zaid,1012.1,25.68,34.01,15.79,53.5,6.99,55.3,29.25,79.78,17.32,2.21,537.08,3.858
Karnataka,Cotton,Rabi,666.09,21.57,27.58,12.15,47.55,7.01,68.46,59.64,61.94,23.84,1.54,412.15,4.163
Karnataka,Soybean,Zaid,1050.78,36.27,46.01,30.93,68.77,6.23,20.4,44.44,29.39,22.58,12.66,1105.29,3.576
Punjab,Soybean,Rabi,1030.51,20.78,26.72,12.52,76.15,6.02,71.82,44.31,48.62,16.23,6.85,978.33,4.539
Karnataka,Maize,Rabi,971.23,29.44,37.44,24.22,49.19,6.24,72.8,52.36,58.6,3.96,11.24,1195.81,5.741
Haryana,Maize,Kharif,1299.14,27.06,34.89,19.54,72.25,7.09,64.06,53.0,38.58,12.84,0.81,424.17,5.391
Haryana,Maize,Rabi,1010.34,25.62,34.75,20.17,60.27,7.81,52.91,27.36,25.3,17.48,4.56,376.74,4.847
Uttar Pradesh,Soybean,Kharif,862.94,14.44,21.21,8.02,54.88,6.36,53.26,53.96,21.64,23.98,2.06,562.03,3.983
Bihar,Soybean,Zaid,934.41,26.13,31.88,18.26,57.32,5.81,104.45,11.88,73.42,24.4,10.18,1184.26,4.682
Punjab,Wheat,Kharif,858.36,23.83,30.54,16.09,48.96,6.0,64.96,12.13,29.7,24.82,5.52,524.77,5.173
Haryana,Barley,Zaid,790.5,28.46,32.86,20.16,65.99,6.28,43.1,59.24,51.29,24.25,2.88,605.1,5.186
Uttar Pradesh,Rice,Kharif,1150.81,22.37,26.46,17.32,74.51,5.89,48.98,15.9,38.02,2.39,14.69,515.01,5.996
Punjab,Rice,Zaid,999.36,22.72,30.84,18.66,60.97,5.56,55.33,30.33,59.54,9.71,5.92,263.46,5.591
Punjab,Cotton,Rabi,1134.06,31.33,41.09,23.22,65.66,7.5,43.89,38.36,17.65,2.97,5.82,882.5,4.089
Uttar Pradesh,Rice,Kharif,1430.22,26.66,30.98,19.14,89.43,6.38,20.65,38.4,68.14,2.18,11.18,834.54,6.199
Punjab,Soybean,Rabi,1086.02,16.12,22.52,6.95,89.37,6.84,102.94,16.22,64.46,8.54,13.08,570.23,4.355
Punjab,Wheat,Rabi,853.22,27.16,31.37,22.1,70.72,6.39,88.02,58.13,57.89,10.73,8.36,1112.83,6.464
Uttar Pradesh,Soybean,Zaid,667.17,31.68,36.52,23.18,63.2,6.38,31.66,51.49,22.15,12.22,10.4,684.25,2.833
Uttar Pradesh,Soybean,Zaid,415.45,29.29,37.53,22.87,78.25,6.18,92.35,24.96,24.15,22.84,13.02,818.43,3.083
Bihar,Cotton,Kharif,578.97,34.88,42.71,25.39,75.47,6.41,111.71,47.68,41.12,24.69,10.96,1025.44,3.347
Karnataka,Cotton,Kharif,815.27,33.15,42.43,24.18,61.76,6.2,49.66,30.33,22.48,20.85,9.87,812.72,2.49
Karnataka,Soybean,Zaid,1134.93,37.18,46.36,30.03,80.49,6.12,30.14,41.53,62.24,1.8,3.41,737.27,4.124
Bihar,Cotton,Rabi,1151.05,32.0,37.01,27.96,85.83,6.51,64.49,19.94,75.65,19.79,2.16,468.96,4.119
Uttar Pradesh,Maize,Zaid,1335.56,28.18,36.83,23.72,79.17,6.5,91.1,10.11,28.13,19.58,2.33,526.38,5.302
Punjab,Cotton,Kharif,628.24,23.59,31.74,19.24,67.41,7.22,103.35,49.88,66.6,10.27,12.43,829.98,4.073
Punjab,Barley,Rabi,1034.56,25.84,31.64,16.28,57.49,7.25,69.86,57.73,61.39,15.04,3.54,444.44,5.213
Bihar,Cotton,Kharif,801.78,15.75,22.05,6.14,72.79,6.35,79.47,36.21,25.41,7.14,13.07,979.96,3.682
Bihar,Wheat,Zaid,785.48,18.72,26.35,9.92,75.12,6.34,42.46,30.65,31.36,3.17,9.62,707.47,4.994
Uttar Pradesh,Barley,Rabi,828.46,21.4,30.74,15.93,77.51,6.68,80.69,59.11,31.0,2.19,12.73,690.93,4.322
Punjab,Wheat,Zaid,787.54,23.16,28.26,13.34,71.02,5.94,21.94,26.09,73.9,5.03,4.62,1026.51,4.938
Maharashtra,Wheat,Kharif,939.28,28.68,33.44,23.35,82.86,6.08,49.32,54.23,65.77,14.01,7.16,819.54,6.004
Punjab,Barley,Zaid,754.27,40.11,49.72,30.38,68.99,6.46,72.62,36.98,68.46,3.96,9.53,1142.6,4.593
Karnataka,Rice,Zaid,931.46,35.2,42.84,30.98,42.11,6.84,111.56,39.18,61.03,17.06,6.19,214.02,6.713
Maharashtra,Wheat,Rabi,914.07,29.87,38.83,20.43,74.14,6.17,80.8,35.42,65.6,6.35,12.28,849.96,5.273
Punjab,Rice,Zaid,825.75,28.6,37.87,20.84,60.82,6.57,70.47,53.13,64.53,9.75,0.83,1080.34,6.451
Maharashtra,Cotton,Rabi,967.29,32.98,39.45,28.0,72.4,5.31,56.25,50.74,45.8,2.23,5.74,358.27,3.567
Haryana,Barley,Zaid,711.81,18.57,27.23,11.16,48.48,6.27,27.08,45.28,61.91,5.98,14.33,252.51,4.881
Bihar,Soybean,Kharif,759.09,24.32,33.28,15.86,74.16,6.85,69.49,43.78,41.77,8.46,1.69,578.01,4.406
Karnataka,Wheat,Zaid,1238.26,21.94,29.39,16.88,79.1,5.51,114.24,22.76,69.27,22.47,11.17,414.68,5.91
Bihar,Barley,Zaid,614.92,29.77,39.64,21.1,95.0,6.78,68.89,52.04,36.38,5.22,0.66,822.54,4.763
Maharashtra,Barley,Zaid,935.61,22.03,31.82,13.92,54.67,6.37,66.03,20.21,46.12,19.88,12.75,204.16,4.453
Bihar,Rice,Kharif,578.92,21.8,28.14,15.87,78.44,6.99,70.69,33.23,48.55,1.19,1.29,571.14,5.851
Karnataka,Soybean,Zaid,1173.81,23.78,30.67,15.6,46.5,5.54,71.55,35.62,51.55,4.59,9.76,244.34,4.935
Karnataka,Wheat,Rabi,1098.27,18.72,27.69,11.48,87.26,5.89,33.8,39.55,52.76,16.5,14.14,692.03,4.762
Uttar Pradesh,Maize,Rabi,981.47,28.96,34.78,20.87,73.48,6.5,33.31,33.8,24.2,3.17,10.62,358.0,4.772
Karnataka,Soybean,Zaid,1010.61,21.85,28.43,15.66,58.16,8.25,63.47,38.8,74.75,12.34,11.83,748.65,4.122
Bihar,Maize,Zaid,926.1,34.87,42.51,28.17,64.13,6.2,114.51,41.19,71.78,7.62,4.53,535.78,4.853
Maharashtra,Wheat,Rabi,951.86,26.1,33.07,20.01,86.23,5.79,88.38,36.78,16.74,2.36,14.62,946.24,5.788
Uttar Pradesh,Cotton,Rabi,964.1,22.12,27.85,13.96,55.9,6.36,72.95,52.23,79.95,15.76,8.24,986.88,3.819
Uttar Pradesh,Cotton,Kharif,886.78,23.78,27.92,18.57,30.0,6.01,83.85,35.5,46.75,19.61,5.19,294.52,4.062
Karnataka,Soybean,Kharif,1013.99,34.23,43.76,25.14,95.0,7.0,51.45,29.03,60.39,0.89,14.91,210.84,3.603
Uttar Pradesh,Rice,Rabi,885.1,27.06,34.64,21.26,50.2,6.26,26.96,26.77,77.39,8.42,9.52,719.88,5.285
Haryana,Barley,Kharif,1068.26,28.36,35.62,21.99,62.2,7.02,87.11,56.45,78.19,13.9,9.34,856.36,5.12
Karnataka,Rice,Rabi,512.23,22.4,30.37,13.18,58.6,5.86,88.89,48.82,20.1,10.48,11.66,1192.24,5.786
Bihar,Cotton,Kharif,662.34,28.3,35.54,20.4,70.1,5.71,118.56,33.88,66.87,7.54,12.54,1023.7,3.926
Karnataka,Maize,Rabi,994.62,31.92,40.56,26.08,80.96,7.57,37.87,17.39,24.24,24.95,2.82,390.24,4.788
Bihar,Barley,Zaid,530.08,25.09,32.82,17.45,72.39,6.73,75.29,22.32,20.74,3.12,13.51,450.31,3.831
Punjab,Cotton,Zaid,1251.36,31.16,35.86,26.65,72.43,5.93,46.22,50.06,73.99,19.31,13.4,759.89,3.941
Uttar Pradesh,Cotton,Rabi,650.23,27.46,37.41,20.64,50.82,6.33,46.05,26.52,78.62,10.11,10.35,767.1,3.235
Uttar Pradesh,Soybean,Zaid,686.11,34.62,42.89,29.66,66.29,6.35,26.48,59.86,75.41,18.81,3.41,1188.53,3.903
Haryana,Wheat,Zaid,634.16,23.25,32.7,18.2,60.74,5.71,119.97,49.98,75.03,17.04,13.22,707.05,5.015
Uttar Pradesh,Wheat,Kharif,699.19,31.62,37.27,22.91,44.87,7.8,112.78,28.49,21.99,4.58,7.67,279.86,5.176
Punjab,Soybean,Zaid,871.34,19.66,26.35,15.13,41.15,6.23,60.58,44.25,58.34,15.33,2.79,485.92,4.07
Uttar Pradesh,Cotton,Zaid,957.35,26.3,34.33,19.28,70.53,5.9,34.03,13.2,35.77,19.8,2.17,311.42,3.544
